# fetched=2026-07-09
Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,msch
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2003,7.169
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2004,7.444
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2005,7.718
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2006,7.992
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2007,7.379
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2008,7.507
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2009,7.838
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2010,8.018
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2011,8.199
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2012,8.374
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2013,8.473
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2014,8.572
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2015,8.686
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2016,8.755
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2017,9.033
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2018,8.946
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2019,9.165
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2020,9.384
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2021,9.535
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2022,9.535
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2023,9.535
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1990,3.519
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1991,3.818
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1992,4.116
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1993,4.415
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1994,4.713
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1995,5.012
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1996,5.31
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1997,5.609
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1998,5.888
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",1999,6.167
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2000,6.446
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2001,6.723
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2002,7
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2003,7.276
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2004,7.699
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2005,8.127
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2006,8.561
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2007,8.035
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2008,8.094
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2009,8.371
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2010,8.488
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2011,8.605
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2012,8.718
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2013,8.838
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2014,8.958
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2015,9.094
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2016,9.183
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2017,9.491
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2018,9.399
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2019,9.629
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2020,9.86
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2021,10.02
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2022,10.02
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2023,10.02
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1990,5.273
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1991,5.72
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1992,6.167
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1993,6.615
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1994,7.062
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1995,7.509
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1996,7.956
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1997,8.404
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1998,8.669
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",1999,8.926
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2000,9.177
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2001,9.42
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2002,9.656
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2003,9.887
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2004,10.23
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2005,10.57
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2006,10.9
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2007,10.03
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2008,10.02
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2009,10.28
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2010,10.34
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2011,10.4
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2012,10.46
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2013,10.44
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2014,10.43
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2015,10.44
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2016,10.4
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2017,10.6
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2018,10.5
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2019,10.75
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2020,11.01
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2021,11.19
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2022,11.19
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2023,11.19
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1990,2.686
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1991,2.914
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1992,3.142
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1993,3.37
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1994,3.598
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1995,3.826
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1996,4.053
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1997,4.281
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1998,4.601
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",1999,4.925
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2000,5.252
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2001,5.583
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2002,5.917
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2003,6.255
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2004,6.389
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2005,6.518
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2006,6.642
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2007,6.036
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2008,6.135
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2009,6.399
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2010,6.54
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2011,6.681
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2012,6.819
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2013,6.96
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2014,7.1
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2015,7.253
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2016,7.368
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2017,7.66
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2018,7.586
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2019,7.772
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2020,7.958
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2021,8.085
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2022,8.085
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2023,8.085
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1990,4.246
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1991,4.607
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1992,4.967
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1993,5.327
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1994,5.687
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1995,6.047
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1996,6.408
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1997,6.768
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1998,7.047
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",1999,7.322
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2000,7.594
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2001,7.863
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2002,8.129
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2003,8.392
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2004,8.593
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2005,8.788
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2006,8.977
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2007,8.178
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2008,8.179
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2009,8.4
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2010,8.46
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2011,8.52
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2012,8.576
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2013,8.606
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2014,8.637
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2015,8.682
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2016,8.683
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2017,8.891
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2018,8.805
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2019,9.021
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2020,9.236
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2021,9.384
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2022,9.384
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2023,9.384
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1990,3.126
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1991,3.391
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1992,3.656
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1993,3.922
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1994,4.187
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1995,4.452
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1996,4.717
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1997,4.982
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1998,5.153
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",1999,5.319
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2000,5.482
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2001,5.641
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2002,5.797
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2003,5.949
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2004,6.273
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2005,6.601
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2006,6.932
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2007,6.487
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2008,6.53
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2009,6.748
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2010,6.836
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2011,6.925
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2012,7.011
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2013,6.996
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2014,6.982
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2015,6.98
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2016,6.943
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2017,7.07
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2018,7.001
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2019,7.173
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2020,7.345
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2021,7.462
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2022,7.462
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2023,7.462
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1990,2.059
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1991,2.233
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1992,2.408
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1993,2.583
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1994,2.757
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1995,2.932
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1996,3.106
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1997,3.281
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1998,3.36
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",1999,3.434
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",2000,3.505
Indonesia,Asia/Pacific,IDN,Subnat,IDNr119,"East Timor",2001,3.572
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1990,3.777
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1991,4.098
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1992,4.418
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1993,4.738
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1994,5.059
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1995,5.379
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1996,5.7
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1997,6.02
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1998,6.164
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,1999,6.301
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2000,6.431
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2001,6.553
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2002,6.67
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2003,6.781
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2004,7.065
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2005,7.35
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2006,7.635
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2007,7.071
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2008,6.961
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2009,7.037
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2010,6.977
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2011,6.919
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2012,6.859
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2013,7.026
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2014,7.193
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2015,7.371
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2016,7.512
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2017,7.833
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2018,7.757
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2019,7.947
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2020,8.137
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2021,8.268
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2022,8.268
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2023,8.268
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1990,3.918
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1991,4.25
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1992,4.583
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1993,4.915
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1994,5.247
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1995,5.58
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1996,5.912
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1997,6.244
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1998,6.346
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",1999,6.438
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2000,6.52
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2001,6.594
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2002,6.66
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2003,6.718
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2004,6.823
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2005,6.92
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2006,7.01
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2007,6.333
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2008,6.414
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2009,6.667
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2010,6.793
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2011,6.919
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2012,7.041
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2013,7.31
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2014,7.579
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2015,7.86
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2016,8.1
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2017,8.535
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2018,8.452
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2019,8.659
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2020,8.866
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2021,9.009
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2022,9.009
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2023,9.009
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1990,3.525
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1991,3.824
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1992,4.123
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1993,4.422
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1994,4.721
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1995,5.02
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1996,5.319
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1997,5.618
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1998,5.936
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,1999,6.255
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2000,6.575
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2001,6.896
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2002,7.217
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2003,7.539
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2004,7.653
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2005,7.758
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2006,7.854
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2007,7.092
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2008,7.06
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2009,7.218
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2010,7.236
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2011,7.256
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2012,7.273
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2013,7.423
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2014,7.573
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2015,7.735
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2016,7.858
