# fetched=2026-07-09
Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,msch
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2017,8.168
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2018,8.089
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2019,8.288
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2020,8.486
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2021,8.622
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2022,8.622
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2023,8.622
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1990,3.009
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1991,3.264
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1992,3.519
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1993,3.774
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1994,4.03
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1995,4.285
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1996,4.54
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1997,4.795
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1998,5.067
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,1999,5.339
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2000,5.612
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2001,5.885
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2002,6.159
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2003,6.434
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2004,6.718
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2005,7.003
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2006,7.289
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2007,6.764
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2008,6.762
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2009,6.943
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2010,6.989
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2011,7.037
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2012,7.081
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2013,7.222
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2014,7.362
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2015,7.514
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2016,7.628
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2017,7.924
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2018,7.848
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2019,8.04
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2020,8.232
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2021,8.364
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2022,8.364
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2023,8.364
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1990,4.27
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1991,4.632
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1992,4.994
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1993,5.356
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1994,5.719
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1995,6.081
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1996,6.443
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1997,6.805
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1998,7.034
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,1999,7.256
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2000,7.473
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2001,7.685
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2002,7.892
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2003,8.095
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2004,8.36
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2005,8.622
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2006,8.881
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2007,8.158
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2008,8.157
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2009,8.375
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2010,8.433
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2011,8.491
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2012,8.546
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2013,8.679
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2014,8.811
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2015,8.959
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2016,9.061
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2017,9.379
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2018,9.288
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2019,9.516
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2020,9.744
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2021,9.9
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2022,9.9
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2023,9.9
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1990,4.053
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1991,4.397
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1992,4.74
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1993,5.084
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1994,5.428
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1995,5.772
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1996,6.115
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1997,6.459
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1998,6.842
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",1999,7.227
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2000,7.614
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2001,8.002
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2002,8.391
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2003,8.782
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2004,9.019
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2005,9.251
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2006,9.478
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2007,8.66
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2008,8.62
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2009,8.813
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2010,8.835
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2011,8.859
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2012,8.879
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2013,8.975
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2014,9.071
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2015,9.182
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2016,9.247
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2017,9.531
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2018,9.439
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2019,9.671
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2020,9.902
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2021,10.06
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2022,10.06
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2023,10.06
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1990,4.323
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1991,4.689
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1992,5.056
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1993,5.423
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1994,5.789
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1995,6.156
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1996,6.523
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1997,6.889
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1998,7.131
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",1999,7.368
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2000,7.599
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2001,7.825
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2002,8.048
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2003,8.266
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2004,8.62
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2005,8.975
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2006,9.331
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2007,8.649
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2008,8.57
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2009,8.72
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2010,8.703
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2011,8.686
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2012,8.667
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2013,8.745
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2014,8.824
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2015,8.917
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2016,8.965
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2017,9.226
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2018,9.137
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2019,9.361
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2020,9.585
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2021,9.739
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2022,9.739
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2023,9.739
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1990,3.437
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1991,3.729
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1992,4.02
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1993,4.312
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1994,4.603
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1995,4.895
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1996,5.186
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1997,5.478
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1998,5.901
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",1999,6.33
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2000,6.765
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2001,7.205
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2002,7.649
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2003,8.097
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2004,8.316
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2005,8.529
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2006,8.738
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2007,7.983
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2008,8.04
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2009,8.312
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2010,8.425
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2011,8.538
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2012,8.647
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2013,8.699
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2014,8.751
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2015,8.818
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2016,8.841
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2017,9.074
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2018,8.986
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2019,9.206
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2020,9.427
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2021,9.578
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2022,9.578
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2023,9.578
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1990,3.531
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1991,3.83
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1992,4.13
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1993,4.429
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1994,4.729
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1995,5.028
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1996,5.328
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1997,5.627
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1998,5.785
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",1999,5.936
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2000,6.081
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2001,6.221
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2002,6.356
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2003,6.486
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2004,6.764
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2005,7.041
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2006,7.32
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2007,6.784
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2008,6.845
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2009,7.09
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2010,7.2
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2011,7.309
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2012,7.415
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2013,7.504
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2014,7.593
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2015,7.695
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2016,7.758
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2017,8.006
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2018,7.928
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2019,8.123
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2020,8.317
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2021,8.45
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2022,8.45
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2023,8.45
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1990,3.044
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1991,3.302
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1992,3.56
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1993,3.819
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1994,4.077
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1995,4.335
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1996,4.593
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1997,4.851
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1998,5.156
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",1999,5.463
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2000,5.772
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2001,6.082
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2002,6.394
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2003,6.707
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2004,6.917
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2005,7.124
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2006,7.328
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2007,6.723
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2008,6.835
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2009,7.131
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2010,7.292
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2011,7.451
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2012,7.607
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2013,7.659
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2014,7.712
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2015,7.777
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2016,7.804
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2017,8.016
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2018,7.938
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2019,8.133
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2020,8.328
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2021,8.461
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2022,8.461
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2023,8.461
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1990,3.636
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1991,3.945
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1992,4.253
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1993,4.562
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1994,4.87
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1995,5.179
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1996,5.487
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1997,5.796
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1998,6.069
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",1999,6.34
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2000,6.61
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2001,6.879
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2002,7.147
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2003,7.413
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2004,7.521
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2005,7.62
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2006,7.711
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2007,6.959
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2008,7.013
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2009,7.257
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2010,7.361
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2011,7.465
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2012,7.566
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2013,7.647
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2014,7.728
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2015,7.822
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2016,7.876
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2017,8.118
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2018,8.039
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2019,8.236
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2020,8.433
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2021,8.568
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2022,8.568
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2023,8.568
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1990,3.625
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1991,3.932
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1992,4.24
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1993,4.547
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1994,4.855
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1995,5.162
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1996,5.469
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1997,5.777
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1998,5.994
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",1999,6.206
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2000,6.416
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2001,6.621
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2002,6.824
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2003,7.023
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2004,7.399
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2005,7.78
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2006,8.164
